text,hashtag,sentiment,sentiment_score
broadway company notebook musical company press week broadway run notebook broadway musical,musicaltheatre,Neutral,0.0
store everything learned mother learned rose,musicaltheatre,Positive,0.6
step diverse world musical theater,musicaltheatre,Neutral,0.0
finally get decent rest awesome cast last night thanks standing ovation look forward seeing easter,musicaltheatre,Positive,0.2733333333333333
news next show page want join journey keep eye page get involved,musicaltheatre,Neutral,0.0
successful run final performance last night musical,musicaltheatre,Positive,0.1875
video hit top pop dance club radio circuit remix progressive anthem broadway gay billboard billboard,musicaltheatre,Positive,0.45833333333333337
video hit top pop dance club radio circuit remix progressive anthem broadway gay billboard billboard party,musicaltheatre,Positive,0.45833333333333337
listen hit top pop dance club radio circuit remix progressive anthem broadway gay billboard billboard party,musicaltheatre,Positive,0.45833333333333337
love supporting put together list help flourish grow musical lab,musicaltheatre,Positive,0.25
new forgot share last autumn set actor casting circus puppeteer actress,musicaltheatre,Positive,0.06818181818181818
bravo beautiful talented friend cox talented tonight something old something new golden age cabaret green room cabaret broadway talented,musicaltheatre,Positive,0.4107954545454545
cant wait going awesome,musicaltheatre,Positive,1.0
embark trip memory lane musical revue tonight cant wait take musical,musicaltheatre,Neutral,0.0
cant believe see joe broadway debut days broadway excited,musicaltheatre,Positive,0.375
two currently saw times time blown away,musicaltheatre,Neutral,0.0
bop broadway spring broadway,musicaltheatre,Neutral,0.0
basin opportunity catch show evening globe southwest miss evening catch,musicaltheatre,Neutral,0.0
glorious night goodness theres business like perfect end perfect night,musicaltheatre,Positive,1.0
wonder many people like area watching magnificent,musicaltheatre,Positive,0.75
straight show night,musicaltheatre,Positive,0.2
big night watch party later one wait see blasting roof place long finally see queen,musicaltheatre,Negative,-0.0125
looking forward seeing grease later currently mark gig south,musicaltheatre,Neutral,0.0
phronesis motivation motivational,motivationalvideos,Neutral,0.0
get forget share post family get success business health wealth,motivationalvideos,Positive,0.3
every middle class situation,motivationalvideos,Neutral,0.0
heart inspiration inspirational motivation gospel blessed,motivationalvideos,Positive,0.5
transform workout routine dynamic weight hard,motivationalvideos,Negative,-0.14583333333333334
real phronesis motivation motivational,motivationalvideos,Positive,0.2
running academy running motivation motivational workout running army,motivationalvideos,Neutral,0.0
admired man dhoni dhoni,motivationalvideos,Neutral,0.0
fall forward revealing championship motivational,motivationalvideos,Neutral,0.0
declare greatness everyday expect call greatness explore inspiration inspirational great greatness growth,motivationalvideos,Positive,0.3666666666666667
unlock potential within health future retirement cherishing quality time family,motivationalvideos,Neutral,0.0
worth motivation motivational success inspiration inspirational,motivationalvideos,Positive,0.3666666666666667
live present inspiration inspirational motivation gospel blessed bless,motivationalvideos,Positive,0.21212121212121213
motivation waller motivation,motivationalvideos,Neutral,0.0
reflect resilience growth hidden emerge chaotic share journey triumph,motivationalvideos,Negative,-0.16666666666666666
special batch join academy motivation motivational workout running army,motivationalvideos,Positive,0.35714285714285715
tornese phronesis motivation motivational,motivationalvideos,Neutral,0.0
quality people success motivation inspiration rich wealth wisdom luxury motivation hustle growth,motivationalvideos,Positive,0.3375
humility solid foundation motivation motivational success inspirational,motivationalvideos,Positive,0.26666666666666666
finding inner peace amidst chaos complex yet rewarding journey,mindfulnesstips,Positive,0.06666666666666667
love book amazing stay calm crazy,mindfulnesstips,Positive,0.20000000000000004
elevate consulting game via,mindfulnesstips,Negative,-0.4
find peace clarity mindfulness moment,mindfulnesstips,Neutral,0.0
find meditation deep breathing really helpful mindfulness,mindfulnesstips,Positive,0.1
discover valuable mindfulness instructor working vibrant,mindfulnesstips,Positive,0.16666666666666666
truth day learning lifelong journey truth,mindfulnesstips,Negative,-0.1
cooling anger,mindfulnesstips,Negative,-0.7
new discover daily,mindfulnesstips,Positive,0.06818181818181818
mindfulness journey destination let take small day transformative week,mindfulnesstips,Negative,-0.25
chance calmer even deep feeling ways stay calm manage stress,mindfulnesstips,Positive,0.15000000000000002
truth day carry truth,mindfulnesstips,Neutral,0.0
mindful key keep stay change support expert live support community best value offer,mindfulnesstips,Positive,0.37878787878787873
elevate mental game sharpen mind exclusive,mindfulnesstips,Negative,-0.25
mindful moment kitchen try make recipe youve never made stirring chopping start fill kitchen finished sit really take time savor creation mindfulness,mindfulnesstips,Positive,0.2
mindfulness key reducing stress,mindfulnesstips,Neutral,0.0
truth day enjoy simple beauty living enjoy every moment slow always plenty time must done,mindfulnesstips,Positive,0.125
truth day accept human fallibility imperfect accept forgive truth,mindfulnesstips,Neutral,0.0
want know survive lead mindfully keep reading mindfulness mindful,mindfulnesstips,Neutral,0.0
truth day move comfort zone forward risk truth,mindfulnesstips,Neutral,0.0
feeling take deep breath find peace mind together check say,mindfulnesstips,Neutral,0.0
dive dan,mindfulnesstips,Neutral,0.0
wellness take moment pause breathe embrace mindfulness let mind find calm amidst chaos try free classes meditation mindfulness,mindfulnesstips,Positive,0.35000000000000003
mindfulness practice mindfulness stay present reduce stress share favorite mindfulness centered,mindfulnesstips,Positive,0.25
everybody fighting procrastination time time,mindfulnesstips,Neutral,0.0
past chapter entire story future write,mindfulnesstips,Negative,-0.08333333333333333
life balance holding today let cant change focus present moment,mindfulnesstips,Neutral,0.0
taking care contract,mindfulnesstips,Neutral,0.0
share favorite mindfulness reducing stress present moment,mindfulnesstips,Positive,0.25
share mindfulness tip stay centered calm stressful,mindfulnesstips,Positive,0.30000000000000004
whats mindfulness technique find calm amidst chaos exchange,mindfulnesstips,Positive,0.30000000000000004
topic mindfulness come join get information mindfulness mindfulness,mindfulnesstips,Neutral,0.0
ready tune digital noise tune inner voice try digital practice mindfulness social media age mindfulness wellness,mindfulnesstips,Positive,0.04666666666666667
truth day constantly embrace change truth,mindfulnesstips,Neutral,0.0
every journey single step pursuit mindfulness first step always also rewarding join share integrate mindfulness everyday life,mindfulnesstips,Positive,0.11964285714285715
dive tranquil wisdom monk profound enlightenment,mindfulnesstips,Positive,0.08333333333333333
mind powerful tool use wisely,mindfulnesstips,Positive,0.5
truth day true happiness found relationship truth,mindfulnesstips,Positive,0.5249999999999999
truth day believe must believe expect one else believe scan code,mindfulnesstips,Neutral,0.0
truth day success measured seek overcome along way,mindfulnesstips,Positive,0.3
truth day prayer daily healing peace connect real health,mindfulnesstips,Positive,0.1
truth day show true intent must always right,mindfulnesstips,Positive,0.31785714285714284
truth day everyone grateful learn truth,mindfulnesstips,Neutral,0.0
incorporate simple mindfulness day peaceful mind embrace present moment experience transformative power mindfulness,mindfulnesstips,Positive,0.08333333333333333
take mindfulness break mindfulness meditation,mindfulnesstips,Neutral,0.0
practice mindfulness create space lead calm clarity psychologist psychology therapy,mindfulnesstips,Positive,0.30000000000000004
tired struggling stay accomplish working remotely mindfulness help find productivity balance get work life back track read,mindfulnesstips,Negative,-0.16666666666666666
empower mental health top natural beat depression via health,mindfulnesstips,Positive,0.16666666666666666
truth day sin comes language originally meant miss mark know miss mark truth,mindfulnesstips,Positive,0.375
join conversation whats favorite way practice mindfulness throughout day exchange create treasure trove mindful living,mindfulnesstips,Positive,0.5
mindfulness tip dealing stress anxiety take moment breathe practice mindfulness serve potent antidote present embracing alleviate anxiety reduce stress,mindfulnesstips,Positive,0.25
tweet practice small write thankful every day,mindfulnesstips,Negative,-0.25
